name,location,year,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,new_price,price
Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,35000,Petrol,0,First,15.0 kmpl,1598 CC,103.52 bhp,5.0,,4.5
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,Diesel,1,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,14.5
Maruti Swift Dzire VDI,Jaipur,2014,75074,Diesel,0,First,23.4 kmpl,1248 CC,74 bhp,5.0,,5.25
Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,Diesel,0,Second,22.3 kmpl,1248 CC,74 bhp,5.0,,1.2
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,Diesel,0,Second,12.99 kmpl,2494 CC,100.6 bhp,8.0,,4.95
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,Diesel,0,First,19.64 kmpl,1461 CC,108.45 bhp,5.0,,7.5
Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,Petrol,1,First,10.0 kmpl,2996 CC,333 bhp,4.0,87.57 Lakh,48.0
Honda Amaze S i-Dtech,Delhi,2015,58000,Diesel,0,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.45
Mercedes-Benz GLE 350d,Coimbatore,2018,29277,Diesel,1,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,95.13 Lakh,59.65
Maruti Ritz VDi,Kochi,2015,57034,Diesel,0,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,4.38
Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,Diesel,0,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,7.9
Hyundai Santro Xing GL,Bangalore,2008,35268,Petrol,0,Second,0.0 kmpl,1086 CC,62 bhp,5.0,,1.88
BMW 5 Series 520d Sedan,Mumbai,2008,81000,Diesel,1,Second,18.48 kmpl,,,,,10.5
Maruti Baleno Delta CVT,Coimbatore,2018,34630,Petrol,1,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,8.57 Lakh,7.29
Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,Diesel,0,First,23.5 kmpl,1498 CC,88.7 bhp,5.0,,6.0
Mahindra XUV500 W8 2WD,Chennai,2011,126000,Diesel,0,Third,16.0 kmpl,2179 CC,140 bhp,7.0,,6.7
Maruti Alto LXi,Jaipur,2009,63000,Petrol,0,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.5
Mini Cooper 3 DOOR D,Kochi,2016,32298,Diesel,1,First,20.7 kmpl,1496 CC,113.98 bhp,4.0,35 Lakh,23.8
Mahindra XUV500 W8 4WD,Kochi,2014,63288,Diesel,0,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.77
Hyundai Santro Xing GLS,Coimbatore,2012,43337,Petrol,0,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,3.32
Maruti Swift VDI,Kochi,2015,46561,Diesel,0,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.94
Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,Diesel,1,Second,20.0 kmpl,2143 CC,107.3 bhp,5.0,,11.0
Renault KWID RXT,Hyderabad,2016,48000,Petrol,0,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,3.4
Maruti Swift VDI,Kochi,2013,56263,Diesel,0,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.17
Maruti Zen LXI,Hyderabad,2005,84060,Petrol,0,Second,17.3 kmpl,993 CC,60 bhp,5.0,,1.25
Hyundai Grand i10 Magna AT,Mumbai,2016,9000,Petrol,1,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.45
Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,Diesel,0,First,21.12 kmpl,1248 CC,88.8 bhp,5.0,,2.59
Mahindra XUV500 W10 AWD,Pune,2015,87900,Diesel,0,First,16.0 kmpl,2179 CC,140 bhp,7.0,,12.01
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Petrol,0,Second,17.5 kmpl,1197 CC,85.8 bhp,5.0,,2.45
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,38000,Diesel,1,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,29.0
Ford Fiesta 1.4 SXi TDCi,Hyderabad,2008,83000,Diesel,0,Second,17.8 kmpl,1399 CC,null bhp,5.0,,2.4
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,Diesel,1,First,14.84 kmpl,2143 CC,170 bhp,5.0,,11.99
Honda City i VTEC CVT VX,Delhi,2015,51000,Petrol,1,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,,7.9
Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,Diesel,0,Third,12.8 kmpl,2494 CC,102 bhp,7.0,,6.25
Chevrolet Beat LT,Pune,2011,48000,Petrol,0,Second,18.6 kmpl,1199 CC,79.4 bhp,5.0,,1.8
Maruti Wagon R LXI CNG,Delhi,2013,62000,CNG,0,First,26.6 km/kg,998 CC,58.16 bhp,5.0,,2.8
Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,Petrol,0,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,4.9
Nissan Micra XL Primo,Jaipur,2010,75055,Petrol,0,First,18.06 kmpl,1198 CC,75 bhp,5.0,,2.25
Maruti Ciaz AT ZXi,Coimbatore,2017,51210,Petrol,1,First,19.12 kmpl,1373 CC,91.1 bhp,5.0,,8.89
Toyota Fortuner 4x2 AT,Mumbai,2012,87000,Diesel,1,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,15.0
Ford Aspire Ambiente Diesel,Kolkata,2018,17000,Diesel,0,First,26.1 kmpl,1498 CC,99 bhp,5.0,7.56 Lakh,5.65
Maruti Ertiga ZDI,Jaipur,2014,57000,Diesel,0,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,7.0
Maruti Alto 800 LXI,Hyderabad,2016,9370,Petrol,0,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.95
Honda Brio V MT,Chennai,2013,53226,Petrol,0,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.3
Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,Diesel,0,Second,16.2 kmpl,1493 CC,110 bhp,5.0,,3.5
Honda City 1.5 GXI,Jaipur,2007,75055,Petrol,0,First,12.8 kmpl,1493 CC,100 bhp,5.0,,2.3
Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,Diesel,0,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.69
Toyota Etios Liva GD,Delhi,2013,64000,Diesel,0,First,23.59 kmpl,1364 CC,67.06 bhp,5.0,,3.1
Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,Petrol,0,First,13.44 kmpl,2359 CC,198.25 bhp,5.0,,12.75
Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,Diesel,0,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.75
Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,Petrol,0,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,6.75
Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,Diesel,0,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,5.25
Mahindra XUV500 W6 2WD,Mumbai,2015,82000,Diesel,0,First,16.0 kmpl,2179 CC,140 bhp,7.0,,8.75
Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,Diesel,0,First,18.49 kmpl,1493 CC,100 bhp,7.0,,8.87
Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,Petrol,1,Second,11.1 kmpl,2354 CC,142 bhp,5.0,,6.5
Maruti Ertiga VDI,Pune,2012,168000,Diesel,0,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,4.5
Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,Diesel,0,First,12.83 kmpl,2696 CC,162 bhp,7.0,,12.5
Toyota Fortuner 4x2 AT,Delhi,2014,89540,Diesel,1,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,16.8
Maruti Ertiga ZDI,Hyderabad,2016,85423,Diesel,0,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,8.75
Hyundai Elantra CRDi SX AT,Pune,2013,48823,Diesel,1,First,19.5 kmpl,1582 CC,126.24 bhp,5.0,,8.5
Hyundai i10 Magna 1.2,Kolkata,2011,35082,Petrol,0,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.21
Maruti Omni MPI STD BSIV,Jaipur,2012,126000,Petrol,0,First,16.8 kmpl,796 CC,34.2 bhp,5.0,,1.6
Honda Amaze VX AT i-Vtech,Delhi,2016,19000,Petrol,1,First,15.5 kmpl,1198 CC,86.7 bhp,5.0,,6.25
Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Petrol,1,Second,12.9 kmpl,1799 CC,130 bhp,5.0,,2.25
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,Diesel,1,First,17.9 kmpl,2143 CC,136 bhp,5.0,43.07 Lakh,25.75
Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,Petrol,0,Second,13.14 kmpl,1798 CC,157.8 bhp,5.0,,6.75
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,Diesel,0,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,6.25
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,Diesel,0,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,5.1
Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,Diesel,1,Second,8.7 kmpl,2987 CC,224.34 bhp,5.0,,10.75
Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,Diesel,0,First,24.0 kmpl,1120 CC,70 bhp,5.0,,5.7
Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,Diesel,0,First,20.5 kmpl,1598 CC,105 bhp,5.0,,5.95
Chevrolet Beat Diesel LT,Kochi,2012,42706,Diesel,0,First,25.44 kmpl,936 CC,56.3 bhp,5.0,,2.4
Mahindra Quanto C6,Mumbai,2013,35000,Diesel,0,First,17.21 kmpl,1493 CC,100 bhp,7.0,,3.49
Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,Petrol,1,First,19.2 kmpl,1197 CC,80 bhp,5.0,,4.0
Toyota Etios Liva 1.4 GD,Delhi,2013,84000,Diesel,0,First,23.59 kmpl,1364 CC,67.04 bhp,5.0,7.83 Lakh,3.85
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,Petrol,1,First,14.53 kmpl,1794 CC,138.1 bhp,5.0,,3.95
Hyundai i10 Magna 1.2,Jaipur,2013,75049,Petrol,0,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.0
Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,Petrol,0,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,6.7
Maruti Ritz ZXi,Coimbatore,2016,22767,Petrol,0,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,,6.14
Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Petrol,1,Second,15.0 kmpl,1396 CC,98.6 bhp,5.0,,4.4
Maruti Swift Dzire LDI,Pune,2017,57000,Diesel,0,First,26.59 kmpl,1248 CC,74 bhp,5.0,,4.25
BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,Petrol,1,First,8.77 kmpl,4395 CC,402 bhp,5.0,,25.93
Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,Diesel,0,First,22.7 kmpl,1598 CC,118 bhp,5.0,,7.0
Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,Diesel,1,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,25.12
Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,Petrol,0,First,20.3 kmpl,998 CC,68.05 bhp,5.0,,4.45
Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,Diesel,0,First,21.9 kmpl,1396 CC,90 bhp,5.0,,2.4
Volkswagen Vento Diesel Highline,Pune,2012,115000,Diesel,0,Second,20.54 kmpl,1598 CC,103.6 bhp,5.0,,4.33
Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,Petrol,1,First,18.5 kmpl,1197 CC,83.14 bhp,5.0,,6.93
Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,Diesel,0,First,21.9 kmpl,1396 CC,90 bhp,5.0,,4.25
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,Diesel,1,First,14.21 kmpl,2143 CC,203 bhp,5.0,,12.5
Hyundai Grand i10 Sportz,Chennai,2015,15000,Petrol,0,First,18.9 kmpl,1197 CC,82 bhp,5.0,,4.9
Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,Diesel,0,First,23.0 kmpl,1396 CC,90 bhp,5.0,,4.5
Renault KWID RXT,Jaipur,2016,12500,Petrol,0,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,3.0
Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,Petrol,1,First,16.9 kmpl,1197 CC,82 bhp,5.0,,5.8
Volkswagen Vento Petrol Highline,Pune,2011,54211,Petrol,0,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,3.33
Chevrolet Cruze LTZ AT,Kochi,2015,62242,Diesel,1,First,14.39 kmpl,1998 CC,163.7 bhp,5.0,,6.62
Nissan Terrano XL 110 PS,Mumbai,2015,54000,Diesel,0,Second,19.01 kmpl,1461 CC,108.5 bhp,5.0,,5.75
Hyundai Verna 1.6 SX,Hyderabad,2012,65000,Diesel,0,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,6.2
Maruti Celerio VXI AMT,Chennai,2015,55000,Petrol,1,First,23.1 kmpl,998 CC,67.04 bhp,5.0,6 Lakh,3.5
Maruti Wagon R LXI,Pune,2010,71000,Petrol,0,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.0
Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,Diesel,0,First,21.9 kmpl,1396 CC,88.8 bhp,5.0,,4.0
Audi A4 1.8 TFSI,Mumbai,2011,53000,Petrol,1,First,12.3 kmpl,1781 CC,163.2 bhp,5.0,,9.5
BMW X1 sDrive20d,Mumbai,2013,43000,Diesel,1,First,17.05 kmpl,1995 CC,184 bhp,5.0,,17.5
Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,Petrol,1,First,14.3 kmpl,1598 CC,103.52 bhp,5.0,,6.11
Hyundai i10 Magna,Ahmedabad,2014,51000,Petrol,0,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.75
Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Diesel,0,Second,10.5 kmpl,2835 CC,107.2 bhp,6.0,,6.2
Honda City i DTEC SV,Mumbai,2014,25000,Diesel,0,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,6.15
Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,Petrol,0,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,2.4
Maruti Swift Ldi BSIII,Pune,2009,80000,Diesel,0,Fourth & Above,17.8 kmpl,1248 CC,75 bhp,5.0,,2.15
Hyundai Grand i10 Magna,Kolkata,2016,21000,Petrol,0,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3.75
Ford Figo Petrol ZXI,Mumbai,2011,32000,Petrol,0,Second,15.6 kmpl,1196 CC,70 bhp,5.0,,2.15
Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,Petrol,0,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,,4.75
Maruti SX4 Vxi BSIV,Mumbai,2010,47500,Petrol,0,First,15.5 kmpl,1586 CC,103.3 bhp,5.0,,2.45
Honda City i-VTEC VX,Mumbai,2017,7500,Petrol,0,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,13.76 Lakh,11.15
Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,Diesel,1,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,14.11 Lakh,8.9
Honda Amaze S i-Dtech,Ahmedabad,2014,61000,Diesel,0,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.35
Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Diesel,0,Second,12.99 kmpl,2494 CC,100.6 bhp,7.0,,12.0
BMW 3 Series 320d Highline,Mumbai,2009,61500,Diesel,1,Second,16.07 kmpl,1995 CC,181 bhp,5.0,,8.5
Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,Petrol,0,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,4.27
Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Diesel,0,Second,20.45 kmpl,1461 CC,83.8 bhp,5.0,,4.25
Mitsubishi Outlander 2.4,Bangalore,2010,39525,Petrol,1,First,11.3 kmpl,2360 CC,170 bhp,5.0,,9.25
Maruti Vitara Brezza LDi,Kochi,2017,35384,Diesel,0,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.12 Lakh,8.61
Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,Diesel,1,First,11.8 kmpl,2987 CC,261 bhp,7.0,,28.0
Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,Diesel,0,First,23.0 kmpl,1498 CC,98.96 bhp,5.0,11.2 Lakh,9.25
Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,Diesel,1,First,19.08 kmpl,1582 CC,126.2 bhp,5.0,,8.6
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,Petrol,0,First,16.47 kmpl,1198 CC,74 bhp,5.0,,7.53
Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,Diesel,0,First,19.64 kmpl,1461 CC,108.45 bhp,5.0,,5.75
Honda Brio S Option AT,Chennai,2012,31500,Petrol,1,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,,4.15
Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,Petrol,0,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,5.84
Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,Diesel,1,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,,16.5
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,Diesel,1,First,15.97 kmpl,2993 CC,258 bhp,7.0,,43.0
Hyundai i10 Sportz Option,Pune,2013,45000,Petrol,0,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.55
Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,Petrol,0,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,8.9
Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Diesel,0,Second,16.4 kmpl,1896 CC,90 bhp,5.0,,2.5
Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,Diesel,0,First,16.2 kmpl,1493 CC,110 bhp,5.0,,3.85
Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,Petrol,1,Third,17.1 kmpl,1591 CC,121.4 bhp,5.0,,7.5
Hyundai Getz GVS,Mumbai,2005,90000,Petrol,0,Second,15.3 kmpl,1341 CC,61 bhp,5.0,,1.8
Ford Figo Diesel EXI,Chennai,2010,78000,Diesel,0,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2.25
Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,42000,Diesel,1,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,24.25
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,Petrol,0,First,16.47 kmpl,1198 CC,74 bhp,5.0,,4.35
BMW X1 sDrive20d,Kolkata,2012,22000,Diesel,1,First,17.05 kmpl,1995 CC,184 bhp,5.0,,11.5
Honda City i VTEC SV,Kolkata,2014,49000,Petrol,0,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,4.75
Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,Diesel,0,First,23.0 kmpl,1396 CC,90 bhp,5.0,,4.99
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,Petrol,1,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,,9.15
Maruti Swift 1.3 VXi,Jaipur,2006,125000,Petrol,0,Fourth & Above,16.1 kmpl,,,,,2.35
Honda CR-V 2.4 AT,Hyderabad,2014,88046,Petrol,1,First,10.1 kmpl,2354 CC,152 bhp,5.0,,13.99
Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,Diesel,1,Second,20.0 kmpl,2143 CC,107.3 bhp,5.0,,19.75
Mahindra XUV500 AT W10 AWD,Coimbatore,2018,82739,Diesel,1,First,16.0 kmpl,2179 CC,140 bhp,7.0,,16.77
Mahindra Bolero SLX 2WD,Bangalore,2006,193000,Diesel,0,Third,13.6 kmpl,2523 CC,63 bhp,7.0,,2.5
Renault Scala RxL AT,Mumbai,2013,7000,Petrol,1,First,17.97 kmpl,1498 CC,99.6 bhp,5.0,,3.65
Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,Diesel,1,Second,12.35 kmpl,2179 CC,187.74 bhp,5.0,,23.5
Maruti Alto 800 VXI,Pune,2017,38000,Petrol,0,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,3.11
Toyota Etios G,Kochi,2013,56344,Petrol,0,First,17.6 kmpl,1496 CC,88.73 bhp,5.0,,4.57
Hyundai i20 Sportz Option,Mumbai,2014,17858,Petrol,0,First,17.0 kmpl,1197 CC,80 bhp,5.0,,5.32
Hyundai i10 Sportz,Hyderabad,2012,53000,Petrol,0,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.2
Maruti Swift VDI BSIV,Kochi,2016,67906,Diesel,0,First,25.2 kmpl,1248 CC,74 bhp,5.0,,5.63
Hyundai EON Magna Plus,Hyderabad,2015,19000,Petrol,0,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.0
BMW 3 Series 320d,Mumbai,2010,67000,Diesel,1,Second,22.69 kmpl,1995 CC,190 bhp,5.0,47.87 Lakh,9.25
Tata Indigo XL Classic Dicor,Delhi,2011,80000,Diesel,0,First,23.57 kmpl,1396 CC,70 bhp,5.0,,1.2
Maruti Alto 800 LXI,Delhi,2015,61000,Petrol,0,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.15
Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,Diesel,0,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,3.05
Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,Petrol,1,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,,11.5
Hyundai Santro Xing GLS,Hyderabad,2008,80931,Petrol,0,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,2.3
Maruti Swift ZXI,Kolkata,2016,34000,Petrol,0,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,4.95
Renault Scala Diesel RxL,Hyderabad,2013,130000,Diesel,0,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,,4.75
Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,Diesel,0,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,12.47 Lakh,10.15
Nissan Micra XV,Kolkata,2011,44000,Petrol,0,First,18.06 kmpl,1198 CC,75 bhp,5.0,,2.65
Ford Figo Diesel EXI,Hyderabad,2015,84000,Diesel,0,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,3.8
Honda CR-V 2.0 AT,Kochi,2017,41697,Petrol,1,First,13.1 kmpl,1997 CC,141.1 bhp,5.0,,16.68
Nissan Terrano XV 110 PS,Pune,2014,163000,Diesel,0,First,19.01 kmpl,1461 CC,108.5 bhp,5.0,,5.0
Toyota Etios Liva 1.2 G,Chennai,2011,42000,Petrol,0,Second,17.71 kmpl,1197 CC,78.9 bhp,5.0,6.51 Lakh,3.75
Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Diesel,0,Third,21.27 kmpl,1396 CC,88.76 bhp,5.0,,4.11
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,Petrol,0,Second,18.16 kmpl,1196 CC,86.8 bhp,5.0,,4.25
Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,129000,Diesel,0,First,10.5 kmpl,2835 CC,107.2 bhp,6.0,,3.45
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,40000,Diesel,1,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,22.5
Toyota Innova 2.0 E,Delhi,2006,150000,Petrol,0,First,12.4 kmpl,1998 CC,132 bhp,8.0,,4.5
Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000,Petrol,0,First,15.26 kmpl,1150 CC,74.9 bhp,5.0,,0.9
Hyundai Getz GLS,Hyderabad,2006,63181,Petrol,0,First,15.3 kmpl,1341 CC,83 bhp,5.0,,1.85
Honda Amaze S i-Dtech,Kolkata,2013,39575,Diesel,0,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.25
Maruti Swift VDI BSIV W ABS,Pune,2010,63600,Diesel,0,Second,17.8 kmpl,1248 CC,null bhp,5.0,,3.1
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,Diesel,0,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,7.34
Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,Diesel,0,First,20.14 kmpl,1498 CC,88.5 bhp,5.0,,4.25
Hyundai Elite i20 Petrol Sportz,Delhi,2016,13460,Petrol,0,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,6.45
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000,Diesel,0,Second,12.8 kmpl,2494 CC,102 bhp,8.0,,10.75
Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,58589,Diesel,1,First,15.26 kmpl,2143 CC,203.2 bhp,5.0,,27.75
Maruti Wagon R LX BSIII,Jaipur,2005,115000,Petrol,0,Second,17.3 kmpl,1061 CC,64 bhp,5.0,,0.99
Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,75000,Diesel,1,First,12.62 kmpl,2198 CC,158 bhp,7.0,,24.0
Hyundai Elite i20 Petrol Sportz,Jaipur,2016,30292,Petrol,0,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,6.1
Honda WRV i-VTEC VX,Ahmedabad,2017,32248,Petrol,0,First,17.5 kmpl,1199 CC,88.7 bhp,5.0,10.32 Lakh,8.25
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,Petrol,0,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,4.65
Honda CR-V 2.0L 2WD MT,Mumbai,2014,56100,Petrol,0,First,13.7 kmpl,1997 CC,153.86 bhp,5.0,,9.75
Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,Petrol,0,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,8.1 Lakh,4.4
Maruti Swift Dzire VXI,Kolkata,2014,33000,Petrol,0,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,,3.99
BMW 5 Series 2003-2012 530d,Coimbatore,2016,18090,Diesel,1,First,16.2 kmpl,2993 CC,258 bhp,5.0,,45.73
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,Diesel,0,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,5.27
Maruti Wagon R LXI CNG,Mumbai,2014,41000,CNG,0,First,26.2 km/kg,998 CC,58.2 bhp,5.0,,3.5
